year_frac,tsi,tsi_unc
2011.0417,1361.3356,0.0730
2011.1250,1361.3511,0.0795
2011.2083,1361.3741,0.1003
2011.2917,1361.7372,0.1010
2011.3750,1361.7183,0.0878
2011.4583,1361.7072,0.0893
2011.5417,1361.5732,0.0889
2011.6250,1361.4954,0.0974
2011.7083,1361.4998,0.1263
2011.7917,1361.6578,0.1318
2011.8750,1361.8337,0.1413
2011.9583,1361.9802,0.1269
2012.0417,1361.8209,0.1173
2012.1250,1361.7950,0.0966
2012.2083,1361.6506,0.1040
2012.2917,1361.7693,0.1035
2012.3750,1361.6517,0.1175
2012.4583,1361.7397,0.1128
2012.5417,1361.4606,0.1308
2012.6250,1361.8741,0.1081
2012.7083,1362.0159,0.1115
2012.7917,1361.7957,0.1155
2012.8750,1361.8445,0.1085
2012.9583,1361.8113,0.0969
2013.0417,1361.6747,0.1199
2013.1250,1361.6900,0.0930
2013.2083,1361.8337,0.1014
2013.2917,1361.7037,0.1175
2013.3750,1361.9454,0.1236
2013.4583,1361.8801,0.1042
2013.5417,1361.9081,0.1066
2013.6250,1361.9625,0.1073
2013.7083,1361.8994,0.0952
2013.7917,1361.6393,0.1232
2013.8750,1361.6637,0.1406
2013.9583,1361.9404,0.1351
2014.0417,1361.6924,0.1528
2014.1250,1361.5901,0.1734
2014.2083,1362.2932,0.1333
2014.2917,1362.0272,0.1351
2014.3750,1361.9138,0.1229
2014.4583,1361.7971,0.1132
2014.5417,1361.8143,0.1354
2014.6250,1362.0050,0.1197
2014.7083,1361.9630,0.1341
2014.7917,1361.5731,0.1657
2014.8750,1362.0165,0.1480
2014.9583,1361.9578,0.1522
2015.0417,1362.0659,0.1306
2015.1250,1362.4369,0.1182
2015.2083,1362.1709,0.1147
2015.2917,1362.2218,0.1189
2015.3750,1362.0271,0.1134
2015.4583,1361.8427,0.1167
2015.5417,1361.9988,0.1060
2015.6250,1361.6337,0.1043
2015.7083,1361.5824,0.0986
2015.7917,1361.7880,0.0939
2015.8750,1361.8960,0.0985
2015.9583,1361.7620,0.1017
2016.0417,1361.7040,0.0945
2016.1250,1361.7703,0.0938
2016.2083,1361.5923,0.0868
2016.2917,1361.2639,0.0909
2016.3750,1361.4188,0.0900
2016.4583,1361.4874,0.0795
2016.5417,1361.4229,0.0825
2016.6250,1361.4545,0.0791
2016.7083,1361.4265,0.0808
2016.7917,1361.3861,0.0778
2016.8750,1361.3805,0.0715
2016.9583,1361.2803,0.0672
2017.0417,1361.3027,0.0708
2017.1250,1361.3522,0.0694
2017.2083,1361.2594,0.0681
2017.2917,1361.3120,0.0739
2017.3750,1361.3613,0.0681
2017.4583,1361.3710,0.0709
2017.5417,1361.2212,0.0721
2017.6250,1361.2158,0.0757
2017.7083,1361.0613,0.0964
2017.7917,1361.3802,0.0729
2017.8750,1361.3558,0.0682
2017.9583,1361.3070,0.0661
2018.0417,1361.2626,0.0641
2018.1250,1361.1990,0.0653
2018.2083,1361.2217,0.0622
2018.2917,1361.2584,0.0641
2018.3750,1361.2977,0.0652
2018.4583,1361.3210,0.0677
2018.5417,1361.3112,0.0656
2018.6250,1361.2745,0.0647
2018.7083,1361.2583,0.0639
2018.7917,1361.2627,0.0639
2018.8750,1361.2270,0.0626
2018.9583,1361.2499,0.0631
2019.0417,1361.2559,0.0634
2019.1250,1361.2721,0.0632
2019.2083,1361.2639,0.0637
2019.2917,1361.1895,0.0674
2019.3750,1361.2292,0.0662
2019.4583,1361.3027,0.0644
2019.5417,1361.2819,0.0636
2019.6250,1361.2537,0.0628
2019.7083,1361.2471,0.0624
2019.7917,1361.2444,0.0625
2019.8750,1361.2612,0.0632
2019.9583,1361.2649,0.0634
2020.0417,1361.2808,0.0643
2020.1250,1361.2573,0.0630
2020.2083,1361.2633,0.0633
2020.2917,1361.2370,0.0639
2020.3750,1361.2863,0.0648
2020.4583,1361.3076,0.0658
2020.5417,1361.2880,0.0658
2020.6250,1361.3710,0.0682
2020.7083,1361.3176,0.0659
2020.7917,1361.3539,0.0688
2020.8750,1361.3816,0.0817
2020.9583,1361.5228,0.0811
2021.0417,1361.4215,0.0720
2021.1250,1361.3696,0.0701
2021.2083,1361.4412,0.0713
2021.2917,1361.3999,0.0720
2021.3750,1361.4021,0.0738
2021.4583,1361.4774,0.0797
2021.5417,1361.5810,0.0823
2021.6250,1361.5167,0.0786
2021.7083,1361.4973,0.0869
2021.7917,1361.5236,0.0890
2021.8750,1361.5828,0.0846
2021.9583,1361.6472,0.0956
2022.0417,1361.6700,0.0990
2022.1250,1361.8533,0.1024
2022.2083,1361.8098,0.1119
2022.2917,1361.9296,0.1269
2022.3750,1362.1365,0.1277
2022.4583,1362.1174,0.1138
2022.5417,1361.9788,0.1251
2022.6250,1361.9519,0.1126
2022.7083,1362.1454,0.1221
2022.7917,1362.2289,0.1258
2022.8750,1362.0884,0.1234
2022.9583,1361.8620,0.1508
2023.0417,1362.1772,0.1817
2023.1250,1362.4064,0.1615
2023.2083,1362.5898,0.1505
2023.2917,1362.5720,0.1388
2023.3750,1362.1440,0.1616
2023.4583,1362.5377,0.1589
2023.5417,1362.0330,0.1975
2023.6250,1362.5430,0.1606
2023.7083,1362.6113,0.1518
2023.7917,1362.8220,0.1418
2023.8750,1362.5399,0.1516
2023.9583,1362.4066,0.1491
2024.0417,1362.6362,0.1528
2024.1250,1362.2043,0.1738
2024.2083,1362.5046,0.1463
2024.2917,1362.6205,0.1561
2024.3750,1362.3502,0.1908
2024.4583,1362.4741,0.1939
2024.5417,1362.7909,0.1958
2024.6250,1362.3158,0.2697
2024.7083,1363.2379,0.1885
2024.7917,1362.4122,0.2363
2024.8750,1362.5304,0.2077
2024.9583,1362.6963,0.1928
2025.0417,1362.6112,0.1898
2025.1250,1362.5714,0.1844
2025.2083,1362.8842,0.1595
2025.2917,1362.5593,0.1673
2025.3750,1362.0984,0.1597
2025.4583,1362.2878,0.1402
2025.5417,1362.4957,0.1460
2025.6250,1362.3425,0.1609
2025.7083,1362.3715,0.1642
2025.7917,1362.3833,0.1473
2025.8750,1362.2733,0.1468
2025.9583,1362.1208,0.1675
